X,Y,ID,Case_Number,Address,Occurred_Date,Occurred_Month,Occurred_Year,Crime_Type,Multiple_Shooting,Gender,Race,Ethnicity,Victim_Age,Victim_Age_Band,Latitude,Longitude,ObjectId
-77.6107952149999,43.189981904,0af66b04839ea324c862db206705679d,20-277786,50 Resolute Cir,2020/12/19 05:00:00+00,12,2020,Shooting,Yes,M,BLACK,NON HISPANIC,42,25-44,43.189981904,-77.6107952149999,154
-77.6189522019999,43.1796461000001,97f366305d37c1536e90e2fcf2f39c20,20-276543,214 Ave C,2020/12/17 05:00:00+00,12,2020,Shooting,No,M,BLACK,NON HISPANIC,22,15-24,43.1796461000001,-77.6189522019999,155
-77.6085890689999,43.1762656440001,bfaca1c9bbc0cf48913c052f6372f121,20-273920,24 DeJonge St,2020/12/13 05:00:00+00,12,2020,Shooting,No,M,BLACK,NON HISPANIC,32,25-44,43.1762656440001,-77.6085890689999,156
-77.638689686,43.155042232,08b92491b44cb557fb13067cf803064a,20-273459,507 Maple St,2020/12/12 05:00:00+00,12,2020,Shooting,No,M,BLACK,NON HISPANIC,28,25-44,43.155042232,-77.638689686,157
-77.6136782,43.1752616540001,255c1f9daa40768b5baf4f30c19bfbcc,20-272622,917 N Clinton Ave,2020/12/11 05:00:00+00,12,2020,Homicide,No,M,BLACK,NON HISPANIC,24,15-24,43.1752616540001,-77.6136782,158
-77.627080516,43.1703763130001,3ee95aa93d0ce62150bfed590514d7eb,20-271593,312 Lake Ave  #1,2020/12/10 05:00:00+00,12,2020,Shooting,Yes,M,WHITE,HISPANIC,37,25-44,43.1703763130001,-77.627080516,159
-77.627080516,43.1703763130001,aa60dcd33a0faa64363c00c2e5cc368d,20-271593,312 Lake Ave  #1,2020/12/10 05:00:00+00,12,2020,Shooting,Yes,F,WHITE,HISPANIC,19,15-24,43.1703763130001,-77.627080516,160
-77.6127764299999,43.1746061440001,0b0714ee5496cac5be64aa28a483123f,20-270755,886 N Clinton Ave,2020/12/09 05:00:00+00,12,2020,Shooting,No,M,BLACK,NON HISPANIC,20,15-24,43.1746061440001,-77.6127764299999,161
-77.5731583579999,43.17464241,767260b6c99b08de6f9ccb4c66375f86,20-271114,184 Cummings St,2020/12/09 05:00:00+00,12,2020,Shooting,Yes,M,BLACK,NON HISPANIC,22,15-24,43.17464241,-77.5731583579999,162
-77.5731583579999,43.17464241,145d8eab9c316e3ecca5790a94ec6570,20-271114,184 Cummings St,2020/12/09 05:00:00+00,12,2020,Shooting,Yes,M,BLACK,NON HISPANIC,22,15-24,43.17464241,-77.5731583579999,163
-77.600931693,43.183465653,89c431b61448760acfd4180087244ed6,20-271207,256 Weyl St,2020/12/09 05:00:00+00,12,2020,Shooting,Yes,M,BLACK,NON HISPANIC,34,25-44,43.183465653,-77.600931693,164
-77.600931693,43.183465653,df5d0b876e1d8798f2c7b6c6a675d416,20-271207,256 Weyl St,2020/12/09 05:00:00+00,12,2020,Shooting,Yes,M,BLACK,NON HISPANIC,49,45-Older,43.183465653,-77.600931693,165
-77.6306077359999,43.191385805,68d557728981c2c71c09942351e0f526,20-268753,1361 Lake Ave,2020/12/06 05:00:00+00,12,2020,Shooting,Yes,M,BLACK,NON HISPANIC,25,25-44,43.191385805,-77.6306077359999,166
-77.6306077359999,43.191385805,5e056228b0714cd2c6ef2393d04d1a70,20-268753,1361 Lake Ave,2020/12/06 05:00:00+00,12,2020,Shooting,Yes,M,BLACK,NON HISPANIC,33,25-44,43.191385805,-77.6306077359999,167
-77.594301378,43.1822961660001,09509191496b30bcd8163984182c3dd2,20-269002,174 Durnan St,2020/12/06 05:00:00+00,12,2020,Shooting,No,M,BLACK,NON HISPANIC,36,25-44,43.1822961660001,-77.594301378,168
-77.584064456,43.1841267190001,6acfe43cef5338dd6d918844f144363c,20-269023,1020 Portland Ave,2020/12/06 05:00:00+00,12,2020,Shooting,No,M,BLACK,NON HISPANIC,47,45-Older,43.1841267190001,-77.584064456,169
-77.6298646769999,43.1934097870001,d1cc8e96287a0bdbb7c761029f965f20,20-267096,1469 Lake Ave,2020/12/03 05:00:00+00,12,2020,Shooting,No,M,BLACK,NON HISPANIC,26,25-44,43.1934097870001,-77.6298646769999,170
-77.622069913,43.184156441,f849a989b011c478464eebb07c20651e,20-263620,86 Saranac St,2020/11/28 05:00:00+00,11,2020,Shooting,Yes,M,BLACK,NON HISPANIC,22,15-24,43.184156441,-77.622069913,171
-77.622069913,43.184156441,b36cdbbac798c022961158f78baf238c,20-263620,86 Saranac St,2020/11/28 05:00:00+00,11,2020,Shooting,Yes,M,BLACK,NON HISPANIC,22,15-24,43.184156441,-77.622069913,172
-77.559551481,43.1712416570001,ea9c252b0ea6b759bc926b44f5ab93dc,20-262988,1416 Culver Rd,2020/11/27 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,38,25-44,43.1712416570001,-77.559551481,173
-77.618809934,43.1779792780001,8df61839bc738193fde95409a273ae70,20-261857,210 Ave A,2020/11/25 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,31,25-44,43.1779792780001,-77.618809934,174
-77.634043893,43.149637027,660607f3b76689801e5652277f4078a1,20-261919,13 Henion St,2020/11/25 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,36,25-44,43.149637027,-77.634043893,175
-77.6127764299999,43.1746061440001,979df2eebaf2e8b17f087fccb2db0379,20-260737,886 N Clinton Ave,2020/11/24 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,29,25-44,43.1746061440001,-77.6127764299999,176
-77.648992863,43.1396307480001,d455a4fe8e07316144ebb028d40a4811,20-260739,321 Post Ave,2020/11/24 05:00:00+00,11,2020,Shooting,No,M,WHITE,NON HISPANIC,28,25-44,43.1396307480001,-77.648992863,177
-77.623320313,43.186177172,7d0332dc7358e3cd931253d5bd44ae79,20-258489,1625 St Paul St,2020/11/20 05:00:00+00,11,2020,Shooting,No,M,WHITE,HISPANIC,56,45-Older,43.186177172,-77.623320313,178
-77.6319637349999,43.1342543040001,e34224eba7ce02bccd490906221678ad,20-258507,734 Seward St,2020/11/20 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,19,15-24,43.1342543040001,-77.6319637349999,179
-77.5828179389999,43.1764165000001,ef6b01bb509d3a50fcb8f069fa16934c,20-257911,36 Clairmount St,2020/11/19 05:00:00+00,11,2020,Homicide,No,F,BLACK,NON HISPANIC,21,15-24,43.1764165000001,-77.5828179389999,180
-77.611890205,43.178727601,4c99d4f7f76838b3f577eb5540a77f88,20-256990,54 Ketchum St,2020/11/18 05:00:00+00,11,2020,Shooting,No,F,BLACK,NON HISPANIC,36,25-44,43.178727601,-77.611890205,181
-77.6343650649999,43.1697140270001,0e6cb002e4bce085f2ec86700f2eb5a0,20-255532,272 Parkway Ave,2020/11/16 05:00:00+00,11,2020,Shooting,No,F,ASIAN,NON HISPANIC,24,15-24,43.1697140270001,-77.6343650649999,182
-77.6307586889999,43.136005561,95c1675521d21cb850f4a1986686bdbe,20-255161,322 Cottage St,2020/11/15 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,25,25-44,43.136005561,-77.6307586889999,183
-77.611489456,43.178445804,cbcad8d2c9ff446d6bb00655d5c9ab3f,20-251861,67 Ketchum St,2020/11/11 05:00:00+00,11,2020,Homicide,No,M,BLACK,NON HISPANIC,37,25-44,43.178445804,-77.611489456,184
-77.629516065,43.1530098430001,16103b21d86d346310281b02a2e7cb64,20-252346,4 New York St,2020/11/11 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,35,25-44,43.1530098430001,-77.629516065,185
-77.5856084819999,43.191546203,532aefc933ce213787b95cfb4dea3148,20-251303,1425 Portland Ave,2020/11/10 05:00:00+00,11,2020,Shooting,No,F,BLACK,NON HISPANIC,22,15-24,43.191546203,-77.5856084819999,186
-77.584450299,43.1674109740001,06165e71cc51e4cea7465cdf01aac430,20-250872,218 4th St,2020/11/09 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,44,25-44,43.1674109740001,-77.584450299,187
-77.6059788709999,43.162196099,9dd727a9a134ee857bbc92ee73fa9e67,20-249478,439 Central Ave,2020/11/08 05:00:00+00,11,2020,Homicide,Yes,M,BLACK,NON HISPANIC,36,25-44,43.162196099,-77.6059788709999,188
-77.6059788709999,43.162196099,c00ef42f9bc13a9d3d4addf8c686eeda,20-249478,439 Central Ave,2020/11/08 05:00:00+00,11,2020,Shooting,Yes,M,BLACK,NON HISPANIC,30,25-44,43.162196099,-77.6059788709999,189
-77.611435972,43.180989034,be2f1f80383ec282b766f31c8816c13c,20-248912,56 Bismark Ter,2020/11/07 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,33,25-44,43.180989034,-77.611435972,190
-77.625521282,43.152539919,68fb4ce4b6f5aab961d6ec93dfc0243d,20-248522,36 Cunningham St,2020/11/06 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,26,25-44,43.152539919,-77.625521282,191
-77.603529001,43.186527449,e3deca0e1436afa896af4c32ff8b331b,20-248542,735 Norton St,2020/11/06 05:00:00+00,11,2020,Shooting,Yes,M,WHITE,HISPANIC,48,45-Older,43.186527449,-77.603529001,192
-77.603529001,43.186527449,25baf3637287b913da75ce7a82c02e76,20-248542,735 Norton St,2020/11/06 05:00:00+00,11,2020,Shooting,Yes,F,WHITE,HISPANIC,38,25-44,43.186527449,-77.603529001,193
-77.6380106619999,43.1778468690001,e7e65cbf4cbea4fb5a4b84213e4bff7c,20-247120,124 Maryland St,2020/11/05 05:00:00+00,11,2020,Shooting,No,M,WHITE,HISPANIC,45,45-Older,43.1778468690001,-77.6380106619999,194
-77.5803865349999,43.1637972170001,f9fc4e2caadd80ba41912e99a4198db3,20-247753,266 Garson Ave,2020/11/05 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,36,25-44,43.1637972170001,-77.5803865349999,195
-77.584299806,43.177546835,756cd79a8fb43560d781eb216e430d4d,20-246912,201 Fernwood Ave,2020/11/04 05:00:00+00,11,2020,Shooting,No,M,WHITE,NON HISPANIC,24,15-24,43.177546835,-77.584299806,196
-77.6291389369999,43.1517737510001,1f67441c2eae1d31776b1c961eb74d82,20-245631,615 W Main St,2020/11/02 05:00:00+00,11,2020,Shooting,No,M,BLACK,NON HISPANIC,44,25-44,43.1517737510001,-77.6291389369999,197
